Avocado A,Avocado B,Banana A,Banana B,Carrot A,Carrot B,Cucumber A,Cucumber B,Date,Green Apple A,Green Apple B,Green Cabbage A,Green Cabbage B,Lemon A,Lemon B,Letture A,Letture B,Onion A,Onion B,Pear A,Pear B,Pomegranate A,Pomegranate B,Red Apple A,Red Apple B,Red Cabbage A,Red Cabbage B,Red Pepper A,Red Pepper B,Sweet-Potato A,Sweet-Potato B,Tomatoe A,Tomatoe B,Yellow Pepper A,Yellow Pepper B
3.00,5.00,1.80,2.43,2.60,3.50,5.35,,01.12.2021,,8.50,1.41,,3.00,5.0,2.50,,2.69,,8.00,12.00,3.00,6.20,,6.00,2.31,,3.00,4.70,2.50,5.00,3.00,4.17,3.00,5.00
3.30,5.45,1.93,2.47,2.50,4.00,3.95,,02.12.2021,,8.50,1.29,,2.64,5.05,2.25,,2.43,,8.25*,12.40,3.17,5.80,,6.00,2.44,,3.00,4.83,3.00,5.00,3.00,4.00,3.00,4.60
3.75,5.70,2.22,2.61,2.50,3.50,4.16,,05.12.2021,,8.50,1.34,,2.70,5.0,2.38*,,2.16,,7.88*,12.42,3.00,5.93,,6.00,2.56,,3.00,4.63,2.90,5.00,,4.50,3.00,4.50
4.00,5.90,1.93,2.75,2.50,3.50,3.10,,06.12.2021,,8.50,1.18,,2.00,4.5,2.00,,2.20,,8.00,13.00,3.00,5.28,,6.00,2.41,,3.33,4.29,2.87,5.00,,4.50,3.17,4.50
3.64,5.73,1.80,2.64,2.50,3.44,3.90,,07.12.2021,,8.21,1.49,,2.50,4.57,2.50,,2.44,,8.00,13.00,3.00,5.36,,6.00,2.64,,3.00,4.66,3.00,5.00,3.00,4.17,3.00,4.70
3.00,5.55,1.97,2.71,2.45,3.30,4.23,,08.12.2021,,8.00,1.5,,2.88,4.85,2.50,,2.58,,8.00,13.00,3.00,5.00,,6.00,2.47,,3.00,4.86,3.00,5.00,3.00,4.68,3.00,5.00
3.83,5.39,1.97,2.74,2.50,3.00,3.81,,09.12.2021,,8.00,1.35,,2.00,4.82,1.75,,2.43,,8.25,13.00,3.50,5.13,,6.00,2.50,,3.00,4.81,2.90,5.00,3.00,4.53,3.00,4.63
3.75,5.54,2.54,2.63,2.75,3.50,4.94,,12.12.2021,,8.00,1.3,,2.00,4.58,2.00,,2.30,,8.25,12.83,3.25,5.56,,6.00,2.19,,2.63*,4.74,2.90,5.00,3.00,4.72,3.00,4.77
3.00,5.69,2.00,2.86,2.40,2.90,7.00,,13.12.2021,,8.00,1.35,,2.43,5.18,2.20,,2.45,,8.00,12.42,3.00,5.75,,6.00,2.36,,3.00,5.40,3.00,5.00,3.00,4.54,3.00,5.48
3.50,5.46,2.00,2.50,2.50,2.83,8.25,,14.12.2021,,8.00,1.3,,2.00,4.8,2.00,,2.37,,8.00,13.00,3.00,5.28,,6.00,2.50,,3.50,5.00,3.00,5.00,3.00,4.50,2.88*,4.95
3.00,5.57,2.00,2.67,2.50,3.00,8.08,,15.12.2021,,8.00,1.27,,2.38,5.05,2.00,,2.67,,8.00,13.00,3.00,5.63,,6.00,2.28,,3.19,5.19,3.00,5.00,3.00,4.57,3.00,5.50
3.50,5.46,2.50,2.73,2.50,3.75*,4.91,,16.12.2021,,8.08,1.18,,3.00,4.73,2.25,,2.29,,8.00,13.00,3.00,5.75,,6.00,2.03,,3.50,4.50,2.90,5.00,3.00,4.50,3.25,4.50
3.50,5.46,2.25,2.83,2.50,4.63,5.50,,19.12.2021,,8.00,1.24,,3.17,4.54,2.50,,2.20,,8.00,13.00,3.13*,6.22,,6.00,2.05,,3.50,4.73,3.00,5.00,,4.50,3.50,4.50
3.00,5.65,2.22,3.49,2.67,4.00,5.89,,20.12.2021,,8.00,1.45,,3.00,5.15,2.50,,2.33,,8.00,13.00,3.00,6.10,,6.00,2.10,,3.17,5.68,3.00,5.00,3.00,4.50,3.00,5.75
3.33,5.85,2.00,3.47,2.50,5.00,6.36,,21.12.2021,,8.00,1.44,,3.10,4.72,2.00,,2.37,,8.00,13.00,3.75*,6.05,,6.00,2.46,,3.00,5.63,2.95*,5.00,,4.50,3.25,6.00
3.00,6.04,2.00,3.67,2.50,5.00,6.21,,22.12.2021,,8.00,1.34,,3.00,4.96,2.50,,2.29,,8.00,13.00,3.00,6.33,,6.00,2.50,,3.00,5.86,3.00,5.00,3.00,4.50,3.00,6.06
4.00,5.88,2.50,3.31,2.50,5.00,5.92,,23.12.2021,,8.00,1.27,,3.25,4.83,2.00,,2.24,,8.25*,13.00,4.00,6.50,,6.00,2.28,,3.70,5.27,2.95,5.00,,5.06,3.38*,5.25
4.10,6.04,,3.62,2.45,5.30,6.25,,26.12.2021,,8.00,1.32,,3.25,4.88,2.00,,2.28,,8.50,12.88,2.50,6.30,,6.00,2.23,,3.50*,5.25,2.93*,5.00,,4.77,,5.09
