stn_name,rain_code,rain_days_num,rain_max_code,rain_max_val,rain_ttl,year,month
KISSUFIM                                          ,0,4,0,10.0,13.3,2018,4
NIRIM                                             ,0,3,5,3.0,4.1,2018,4
HAMADYA                                           ,0,7,0,72.5,101.9,2018,4
NE'OT SMADAR                                      ,0,2,0,4.7,5.2,2018,4
MASSADA                                           ,0,8,0,34.3,66.6,2018,4
NEWE UR                                           ,0,6,0,44.5,64.5,2018,4
SEDE ELIYYAHU                                     ,0,8,0,23.0,40.0,2018,4
HAZEVA                                            ,0,3,0,23.8,35.1,2018,4
PARAN                                             ,0,2,0,15.9,16.6,2018,4
YOTVATA                                           ,0,2,0,0.3,0.5,2018,4
NEWE ATIV                                         ,0,6,0,13.0,31.5,2018,4
YONATAN                                           ,0,8,0,22.7,30.9,2018,4
AVNE ETAN                                         ,0,7,0,16.8,44.6,2018,4
MEROM GOLAN PICMAN                                ,0,6,0,15.6,25.3,2018,4
REGAVIM                                           ,0,5,5,6.4,12.7,2018,5
KEFAR HAROE                                       ,8,5,5,5.9,11.0,2018,5
ENAT                                              ,0,3,0,1.1,2.2,2018,5
NES ZIYYONA                                       ,0,3,5,11.0,12.2,2018,5
NIZZAN                                            ,0,1,0,0.1,0.1,2018,5
NAHAL OZ                                          ,0,1,0,0.3,0.3,2018,5
BE'ERI                                            ,0,1,0,0.5,0.5,2018,5
KISSUFIM                                          ,7,1,7,0.5,0.5,2018,5
NIRIM                                             ,0,1,0,0.4,0.4,2018,5
HAMADYA                                           ,0,2,0,2.7,3.0,2018,5
NE'OT SMADAR                                      ,0,2,0,1.5,1.7,2018,5
MASSADA                                           ,0,5,0,2.9,7.0,2018,5
NEWE UR                                           ,0,2,0,4.0,8.0,2018,5
SEDE ELIYYAHU                                     ,0,4,0,13.1,14.8,2018,5
HAZEVA                                            ,0,2,0,3.8,3.9,2018,5
PARAN                                             ,0,2,0,1.2,2.0,2018,5
YOTVATA                                           ,0,1,0,0.1,0.1,2018,5
NEWE ATIV                                         ,0,5,0,19.9,39.3,2018,5
YONATAN                                           ,0,5,5,17.0,30.8,2018,5
AVNE ETAN                                         ,0,4,0,5.1,9.8,2018,5
MEROM GOLAN PICMAN                                ,0,6,0,24.2,33.1,2018,5
REGAVIM                                           ,7,1,7,4.0,4.0,2018,6
KEFAR HAROE                                       ,7,1,7,2.0,2.0,2018,6
ENAT                                              ,0,1,0,0.8,0.8,2018,6
NES ZIYYONA                                       ,0,1,0,2.0,2.0,2018,6
NIZZAN                                            ,0,1,0,6.8,6.8,2018,6
NAHAL OZ                                          ,0,2,0,6.5,6.8,2018,6
BE'ERI                                            ,0,2,5,8.4,9.2,2018,6
KISSUFIM                                          ,0,0,0,0.0,0.0,2018,6
NIRIM                                             ,0,0,0,0.0,0.0,2018,6
HAMADYA                                           ,7,1,7,0.5,0.5,2018,6
NE'OT SMADAR                                      ,0,0,0,0.0,0.0,2018,6
MASSADA                                           ,0,2,0,12.1,12.3,2018,6
NEWE UR                                           ,0,0,0,0.0,0.0,2018,6
SEDE ELIYYAHU                                     ,0,1,0,0.3,0.3,2018,6
HAZEVA                                            ,0,0,0,0.0,0.0,2018,6
PARAN                                             ,0,0,0,0.0,0.0,2018,6
YOTVATA                                           ,0,0,0,0.0,0.0,2018,6
NEWE ATIV                                         ,0,2,0,3.2,4.4,2018,6
YONATAN                                           ,0,3,0,8.2,9.7,2018,6
AVNE ETAN                                         ,0,1,0,1.0,1.0,2018,6
MEROM GOLAN PICMAN                                ,0,2,0,5.2,8.2,2018,6
NIZZAN                                            ,0,0,0,0.0,0.0,2018,7
NE'OT SMADAR                                      ,0,0,0,0.0,0.0,2018,7
MASSADA                                           ,0,0,0,0.0,0.0,2018,7
SEDE ELIYYAHU                                     ,0,0,0,0.0,0.0,2018,7
HAZEVA                                            ,0,0,0,0.0,0.0,2018,7
PARAN                                             ,0,0,0,0.0,0.0,2018,7
YOTVATA                                           ,0,0,0,0.0,0.0,2018,7
AVNE ETAN                                         ,0,0,0,0.0,0.0,2018,7
MEROM GOLAN PICMAN                                ,0,0,0,0.0,0.0,2018,7
REGAVIM                                           ,0,0,0,0.0,0.0,2018,8
ENAT                                              ,7,1,7,0.5,0.5,2018,8
NIZZAN                                            ,0,0,0,0.0,0.0,2018,8
NAHAL OZ                                          ,0,0,0,0.0,0.0,2018,8
BE'ERI                                            ,0,0,0,0.0,0.0,2018,8
NIRIM                                             ,0,0,0,0.0,0.0,2018,8
HAMADYA                                           ,0,0,0,0.0,0.0,2018,8
NE'OT SMADAR                                      ,0,0,0,0.0,0.0,2018,8
MASSADA                                           ,0,0,0,0.0,0.0,2018,8
NEWE UR                                           ,0,0,0,0.0,0.0,2018,8
SEDE ELIYYAHU                                     ,0,0,0,0.0,0.0,2018,8
HAZEVA                                            ,0,0,0,0.0,0.0,2018,8
PARAN                                             ,0,0,0,0.0,0.0,2018,8
YOTVATA                                           ,0,0,0,0.0,0.0,2018,8
YONATAN                                           ,0,0,0,0.0,0.0,2018,8
AVNE ETAN                                         ,0,0,0,0.0,0.0,2018,8
MEROM GOLAN PICMAN                                ,0,0,0,0.0,0.0,2018,8
REGAVIM                                           ,0,2,0,5.3,10.5,2018,9
KEFAR HAROE                                       ,7,3,7,1.5,2.0,2018,9
ENAT                                              ,0,1,0,0.2,0.2,2018,9
NES ZIYYONA                                       ,0,0,0,0.0,0.0,2018,9
NIZZAN                                            ,0,0,0,0.0,0.0,2018,9
NAHAL OZ                                          ,9,0,0,0.0,0.0,2018,9
BE'ERI                                            ,0,0,0,0.0,0.0,2018,9
KISSUFIM                                          ,0,0,0,0.0,0.0,2018,9
NIRIM                                             ,0,0,0,0.0,0.0,2018,9
HAMADYA                                           ,9,0,0,0.0,0.0,2018,9
NE'OT SMADAR                                      ,0,0,0,0.0,0.0,2018,9
MASSADA                                           ,0,0,0,0.0,0.0,2018,9
NEWE UR                                           ,7,1,7,0.5,0.5,2018,9
SEDE ELIYYAHU                                     ,0,1,0,1.8,1.8,2018,9
HAZEVA                                            ,0,0,0,0.0,0.0,2018,9
PARAN                                             ,0,0,0,0.0,0.0,2018,9
YOTVATA                                           ,0,0,0,0.0,0.0,2018,9
NEWE ATIV                                         ,0,0,0,0.0,0.0,2018,9
YONATAN                                           ,0,0,0,0.0,0.0,2018,9
AVNE ETAN                                         ,0,0,0,0.0,0.0,2018,9
MEROM GOLAN PICMAN                                ,0,1,0,0.1,0.1,2018,9
REGAVIM                                           ,0,3,0,9.0,11.0,2018,10
KEFAR HAROE                                       ,0,3,0,8.8,12.1,2018,10
ENAT                                              ,0,1,0,21.0,21.0,2018,10
NES ZIYYONA                                       ,0,1,0,27.0,27.0,2018,10
NIZZAN                                            ,7,1,7,13.0,13.0,2018,10
NAHAL OZ                                          ,0,1,0,47.6,47.6,2018,10
BE'ERI                                            ,0,1,0,36.8,36.8,2018,10
KISSUFIM                                          ,0,1,0,23.0,23.0,2018,10
NIRIM                                             ,0,1,0,28.1,28.1,2018,10
HAMADYA                                           ,0,2,0,9.9,12.4,2018,10
NE'OT SMADAR                                      ,0,1,0,0.1,0.1,2018,10
MASSADA                                           ,0,2,0,8.6,8.7,2018,10
NEWE UR                                           ,0,3,0,13.5,18.0,2018,10
SEDE ELIYYAHU                                     ,0,3,0,18.5,21.2,2018,10
HAZEVA                                            ,0,1,0,0.1,0.1,2018,10
PARAN                                             ,0,1,0,4.8,4.8,2018,10
YOTVATA                                           ,0,1,0,22.8,22.8,2018,10
NEWE ATIV                                         ,0,5,5,80.0,83.6,2018,10
YONATAN                                           ,0,3,0,24.2,25.5,2018,10
AVNE ETAN                                         ,0,2,0,11.0,11.1,2018,10
MEROM GOLAN PICMAN                                ,0,4,0,29.2,32.3,2018,10
REGAVIM                                           ,0,11,0,28.9,73.4,2018,11
KEFAR HAROE                                       ,0,12,0,65.0,168.0,2018,11
ENAT                                              ,0,9,0,17.0,55.7,2018,11
NES ZIYYONA                                       ,0,10,0,24.0,106.0,2018,11
NIZZAN                                            ,0,12,0,31.8,119.8,2018,11
NAHAL OZ                                          ,0,9,0,28.5,96.1,2018,11
BE'ERI                                            ,0,7,0,23.4,54.2,2018,11
KISSUFIM                                          ,0,6,0,25.0,47.0,2018,11
NIRIM                                             ,0,7,0,20.5,52.0,2018,11
HAMADYA                                           ,0,8,0,17.6,43.6,2018,11
NE'OT SMADAR                                      ,0,2,0,1.1,2.1,2018,11
MASSADA                                           ,0,9,0,11.6,44.0,2018,11
NEWE UR                                           ,0,10,0,9.0,28.5,2018,11
SEDE ELIYYAHU                                     ,0,9,0,9.4,27.3,2018,11
HAZEVA                                            ,0,7,0,25.9,46.5,2018,11
PARAN                                             ,0,4,0,8.6,15.5,2018,11
YOTVATA                                           ,0,2,0,0.6,0.9,2018,11
NEWE ATIV                                         ,0,11,0,16.3,36.6,2018,11
YONATAN                                           ,0,8,0,18.8,28.9,2018,11
AVNE ETAN                                         ,0,10,0,9.3,30.0,2018,11
MEROM GOLAN PICMAN                                ,0,10,0,15.7,26.1,2018,11
REGAVIM                                           ,0,19,5,68.5,243.1,2018,12
KEFAR HAROE                                       ,0,16,5,94.0,214.6,2018,12
ENAT                                              ,0,14,0,136.4,389.1,2018,12
NES ZIYYONA                                       ,0,15,5,135.0,377.0,2018,12
NIZZAN                                            ,0,14,0,73.9,229.0,2018,12
NAHAL OZ                                          ,0,9,5,26.0,84.2,2018,12
BE'ERI                                            ,0,8,0,19.2,65.4,2018,12
KISSUFIM                                          ,0,8,0,14.0,51.0,2018,12
NIRIM                                             ,0,8,0,7.6,34.7,2018,12
HAMADYA                                           ,0,13,5,43.0,127.8,2018,12
NE'OT SMADAR                                      ,0,3,0,2.4,3.1,2018,12
MASSADA                                           ,0,14,0,46.5,128.3,2018,12
NEWE UR                                           ,0,14,5,58.0,176.5,2018,12
SEDE ELIYYAHU                                     ,7,14,7,45.1,129.6,2018,12
HAZEVA                                            ,0,2,0,2.9,3.0,2018,12
PARAN                                             ,0,1,0,1.1,1.1,2018,12
YOTVATA                                           ,0,1,0,2.1,2.1,2018,12
NEWE ATIV                                         ,0,17,5,52.4,285.9,2018,12
YONATAN                                           ,0,15,0,47.6,227.4,2018,12
AVNE ETAN                                         ,0,17,0,38.8,140.3,2018,12
MEROM GOLAN PICMAN                                ,0,21,0,43.8,230.0,2018,12
REGAVIM                                           ,0,14,0,54.2,232.3,2019,1
KEFAR HAROE                                       ,0,12,5,21.8,112.9,2019,1
ENAT                                              ,0,8,0,23.6,108.6,2019,1
NES ZIYYONA                                       ,0,8,5,29.0,71.7,2019,1
NIZZAN                                            ,0,8,0,17.4,58.5,2019,1
NAHAL OZ                                          ,0,5,5,25.3,55.0,2019,1
BE'ERI                                            ,0,5,0,18.1,41.2,2019,1
KISSUFIM                                          ,0,5,5,5.7,12.0,2019,1
NIRIM                                             ,0,4,0,8.2,11.0,2019,1
HAMADYA                                           ,0,9,0,16.3,70.9,2019,1
NE'OT SMADAR                                      ,0,0,0,0.0,0.0,2019,1
MASSADA                                           ,0,10,0,27.4,126.4,2019,1
NEWE UR                                           ,0,9,0,20.5,106.0,2019,1
SEDE ELIYYAHU                                     ,0,10,0,16.0,52.4,2019,1
HAZEVA                                            ,0,1,0,0.2,0.2,2019,1
PARAN                                             ,0,0,0,0.0,0.0,2019,1
YOTVATA                                           ,0,0,0,0.0,0.0,2019,1
NEWE ATIV                                         ,0,11,0,71.6,309.2,2019,1
YONATAN                                           ,0,12,0,52.5,247.5,2019,1
AVNE ETAN                                         ,0,10,0,32.7,182.0,2019,1
MEROM GOLAN PICMAN                                ,0,13,0,66.7,330.9,2019,1
REGAVIM                                           ,0,14,0,23.8,107.0,2019,2
KEFAR HAROE                                       ,0,15,5,22.4,101.6,2019,2
ENAT                                              ,0,13,0,34.9,135.9,2019,2
NES ZIYYONA                                       ,0,12,0,26.0,128.0,2019,2
NIZZAN                                            ,0,10,0,33.8,113.1,2019,2
NAHAL OZ                                          ,0,6,0,27.4,53.6,2019,2
BE'ERI                                            ,0,7,0,31.2,69.8,2019,2
KISSUFIM                                          ,0,8,0,22.0,56.0,2019,2
NIRIM                                             ,0,7,0,25.9,49.7,2019,2
HAMADYA                                           ,0,15,0,21.6,92.9,2019,2
NE'OT SMADAR                                      ,0,6,0,14.1,16.4,2019,2
MASSADA                                           ,0,13,0,24.8,109.8,2019,2
NEWE UR                                           ,0,14,0,22.0,92.0,2019,2
SEDE ELIYYAHU                                     ,0,17,0,14.5,71.3,2019,2
HAZEVA                                            ,0,5,0,16.5,20.4,2019,2
PARAN                                             ,0,6,0,16.6,19.6,2019,2
YOTVATA                                           ,0,3,0,9.1,9.6,2019,2
NEWE ATIV                                         ,0,19,0,36.4,266.2,2019,2
YONATAN                                           ,0,15,0,48.2,167.1,2019,2
AVNE ETAN                                         ,0,17,0,42.8,156.1,2019,2
MEROM GOLAN PICMAN                                ,0,18,0,37.5,214.9,2019,2
REGAVIM                                           ,0,17,0,27.3,125.0,2019,3
KEFAR HAROE                                       ,0,14,5,35.0,133.9,2019,3
ENAT                                              ,0,14,0,20.0,96.8,2019,3
NES ZIYYONA                                       ,0,13,0,20.5,86.5,2019,3
NIZZAN                                            ,0,13,0,27.0,130.0,2019,3
NAHAL OZ                                          ,0,10,5,23.8,50.0,2019,3
BE'ERI                                            ,0,9,0,16.2,28.6,2019,3
KISSUFIM                                          ,0,6,0,22.0,30.0,2019,3
NIRIM                                             ,0,6,0,20.0,29.4,2019,3
HAMADYA                                           ,0,13,0,15.6,54.8,2019,3
NE'OT SMADAR                                      ,0,3,0,7.8,11.1,2019,3
MASSADA                                           ,8,17,0,18.8,55.8,2019,3
NEWE UR                                           ,0,14,5,30.0,91.5,2019,3
SEDE ELIYYAHU                                     ,0,14,0,16.1,50.8,2019,3
HAZEVA                                            ,0,4,0,5.4,6.5,2019,3
PARAN                                             ,0,4,0,2.0,3.1,2019,3
YOTVATA                                           ,0,4,0,4.3,9.0,2019,3
NEWE ATIV                                         ,0,17,0,57.0,243.4,2019,3
YONATAN                                           ,0,20,5,54.0,197.4,2019,3
AVNE ETAN                                         ,0,16,0,47.4,106.0,2019,3
MEROM GOLAN PICMAN                                ,0,16,0,64.1,202.2,2019,3
REGAVIM                                           ,0,7,5,16.5,47.5,2019,4
KEFAR HAROE                                       ,8,6,5,4.8,15.3,2019,4
ENAT                                              ,0,5,0,3.0,12.2,2019,4
NES ZIYYONA                                       ,0,5,0,4.5,8.0,2019,4
NIZZAN                                            ,0,4,0,8.2,11.2,2019,4
NAHAL OZ                                          ,0,4,0,3.5,5.9,2019,4
BE'ERI                                            ,0,3,0,1.2,2.3,2019,4
KISSUFIM                                          ,7,4,7,4.0,6.5,2019,4
NIRIM                                             ,0,3,0,4.4,9.2,2019,4
HAMADYA                                           ,0,7,0,5.4,23.9,2019,4
NE'OT SMADAR                                      ,0,2,0,0.2,0.3,2019,4
MASSADA                                           ,7,8,7,11.0,27.9,2019,4
NEWE UR                                           ,0,7,0,12.0,32.0,2019,4
SEDE ELIYYAHU                                     ,0,7,0,4.0,13.0,2019,4
HAZEVA                                            ,0,3,0,1.2,2.0,2019,4
PARAN                                             ,0,2,0,0.4,0.7,2019,4
YOTVATA                                           ,0,0,0,0.0,0.0,2019,4
NEWE ATIV                                         ,0,9,0,36.7,127.9,2019,4
YONATAN                                           ,0,9,0,12.2,43.0,2019,4
AVNE ETAN                                         ,0,9,0,12.1,40.1,2019,4
MEROM GOLAN PICMAN                                ,0,10,0,25.5,67.5,2019,4
REGAVIM                                           ,0,0,0,0.0,0.0,2019,5
KEFAR HAROE                                       ,0,0,0,0.0,0.0,2019,5
ENAT                                              ,0,0,0,0.0,0.0,2019,5
NES ZIYYONA                                       ,0,0,0,0.0,0.0,2019,5
NIZZAN                                            ,0,0,0,0.0,0.0,2019,5
NAHAL OZ                                          ,0,0,0,0.0,0.0,2019,5
BE'ERI                                            ,0,0,0,0.0,0.0,2019,5
KISSUFIM                                          ,0,0,0,0.0,0.0,2019,5
NIRIM                                             ,0,0,0,0.0,0.0,2019,5
HAMADYA                                           ,0,0,0,0.0,0.0,2019,5
NE'OT SMADAR                                      ,0,0,0,0.0,0.0,2019,5
MASSADA                                           ,0,0,0,0.0,0.0,2019,5
NEWE UR                                           ,0,0,0,0.0,0.0,2019,5
SEDE ELIYYAHU                                     ,0,0,0,0.0,0.0,2019,5
HAZEVA                                            ,0,0,0,0.0,0.0,2019,5
PARAN                                             ,0,0,0,0.0,0.0,2019,5
YOTVATA                                           ,0,0,0,0.0,0.0,2019,5
NEWE ATIV                                         ,0,0,0,0.0,0.0,2019,5
YONATAN                                           ,0,0,0,0.0,0.0,2019,5
AVNE ETAN                                         ,0,0,0,0.0,0.0,2019,5
MEROM GOLAN PICMAN                                ,0,1,0,0.3,0.3,2019,5
REGAVIM                                           ,9,0,0,0.0,0.0,2019,6
ENAT                                              ,9,0,0,0.0,0.0,2019,6
NIZZAN                                            ,0,0,0,0.0,0.0,2019,6
HAMADYA                                           ,0,0,0,0.0,0.0,2019,6
NE'OT SMADAR                                      ,0,0,0,0.0,0.0,2019,6
MASSADA                                           ,0,1,0,0.1,0.1,2019,6
SEDE ELIYYAHU                                     ,0,0,0,0.0,0.0,2019,6
HAZEVA                                            ,0,0,0,0.0,0.0,2019,6
PARAN                                             ,0,0,0,0.0,0.0,2019,6
YOTVATA                                           ,0,0,0,0.0,0.0,2019,6
YONATAN                                           ,0,1,0,0.2,0.2,2019,6
AVNE ETAN                                         ,0,1,0,0.1,0.1,2019,6
MEROM GOLAN PICMAN                                ,0,0,0,0.0,0.0,2019,6
NIZZAN                                            ,0,0,0,0.0,0.0,2019,7
BE'ERI                                            ,0,0,0,0.0,0.0,2019,7
NE'OT SMADAR                                      ,0,0,0,0.0,0.0,2019,7
MASSADA                                           ,0,0,0,0.0,0.0,2019,7
SEDE ELIYYAHU                                     ,0,0,0,0.0,0.0,2019,7
HAZEVA                                            ,0,0,0,0.0,0.0,2019,7
PARAN                                             ,0,0,0,0.0,0.0,2019,7
YOTVATA                                           ,0,0,0,0.0,0.0,2019,7
AVNE ETAN                                         ,0,0,0,0.0,0.0,2019,7
MEROM GOLAN PICMAN                                ,0,0,0,0.0,0.0,2019,7
REGAVIM                                           ,0,0,0,0.0,0.0,2019,8
ENAT                                              ,0,0,0,0.0,0.0,2019,8
NIZZAN                                            ,0,0,0,0.0,0.0,2019,8
NAHAL OZ                                          ,0,0,0,0.0,0.0,2019,8
BE'ERI                                            ,0,0,0,0.0,0.0,2019,8
KISSUFIM                                          ,0,0,0,0.0,0.0,2019,8
NIRIM                                             ,0,0,0,0.0,0.0,2019,8
HAMADYA                                           ,0,0,0,0.0,0.0,2019,8
NE'OT SMADAR                                      ,0,0,0,0.0,0.0,2019,8
MASSADA                                           ,0,0,0,0.0,0.0,2019,8
NEWE UR                                           ,0,0,0,0.0,0.0,2019,8
SEDE ELIYYAHU                                     ,0,0,0,0.0,0.0,2019,8
HAZEVA                                            ,0,0,0,0.0,0.0,2019,8
PARAN                                             ,0,0,0,0.0,0.0,2019,8
YOTVATA                                           ,0,0,0,0.0,0.0,2019,8
NEWE ATIV                                         ,0,0,0,0.0,0.0,2019,8
YONATAN                                           ,0,0,0,0.0,0.0,2019,8
AVNE ETAN                                         ,0,0,0,0.0,0.0,2019,8
MEROM GOLAN PICMAN                                ,0,0,0,0.0,0.0,2019,8
REGAVIM                                           ,0,1,0,0.3,0.3,2019,9
KEFAR HAROE                                       ,0,0,0,0.0,0.0,2019,9
ENAT                                              ,0,0,0,0.0,0.0,2019,9
NES ZIYYONA                                       ,0,0,0,0.0,0.0,2019,9
NIZZAN                                            ,0,0,0,0.0,0.0,2019,9
NAHAL OZ                                          ,0,0,0,0.0,0.0,2019,9
BE'ERI                                            ,0,0,0,0.0,0.0,2019,9
KISSUFIM                                          ,0,0,0,0.0,0.0,2019,9
NIRIM                                             ,0,0,0,0.0,0.0,2019,9
HAMADYA                                           ,0,0,0,0.0,0.0,2019,9
NE'OT SMADAR                                      ,0,0,0,0.0,0.0,2019,9
MASSADA                                           ,0,0,0,0.0,0.0,2019,9
NEWE UR                                           ,0,0,0,0.0,0.0,2019,9
SEDE ELIYYAHU                                     ,0,0,0,0.0,0.0,2019,9
HAZEVA                                            ,0,0,0,0.0,0.0,2019,9
PARAN                                             ,0,0,0,0.0,0.0,2019,9
YOTVATA                                           ,0,0,0,0.0,0.0,2019,9
NEWE ATIV                                         ,0,0,0,0.0,0.0,2019,9
YONATAN                                           ,0,0,0,0.0,0.0,2019,9
AVNE ETAN                                         ,0,0,0,0.0,0.0,2019,9
MEROM GOLAN PICMAN                                ,0,1,0,0.2,0.2,2019,9
REGAVIM                                           ,0,6,0,6.0,13.1,2019,10
KEFAR HAROE                                       ,0,5,0,8.0,11.3,2019,10
ENAT                                              ,0,5,0,8.2,13.0,2019,10
NES ZIYYONA                                       ,0,4,5,19.5,20.5,2019,10
NIZZAN                                            ,0,6,0,14.1,23.0,2019,10
NAHAL OZ                                          ,0,5,0,16.7,28.1,2019,10
BE'ERI                                            ,0,6,0,18.6,26.0,2019,10
KISSUFIM                                          ,0,5,0,19.0,34.2,2019,10
NIRIM                                             ,0,5,0,24.3,45.9,2019,10
HAMADYA                                           ,8,2,0,0.6,1.1,2019,10
NE'OT SMADAR                                      ,0,4,0,23.1,25.2,2019,10
MASSADA                                           ,0,3,0,1.5,2.7,2019,10
NEWE UR                                           ,0,3,0,2.5,3.1,2019,10
SEDE ELIYYAHU                                     ,0,4,0,3.1,4.6,2019,10
HAZEVA                                            ,0,3,0,10.9,12.3,2019,10
PARAN                                             ,0,5,0,30.4,35.2,2019,10
YOTVATA                                           ,0,4,0,9.4,13.2,2019,10
NEWE ATIV                                         ,0,7,0,11.5,36.6,2019,10
YONATAN                                           ,0,5,0,3.3,7.5,2019,10
AVNE ETAN                                         ,8,6,0,3.8,7.4,2019,10
MEROM GOLAN PICMAN                                ,0,7,0,11.4,16.9,2019,10
REGAVIM                                           ,0,2,0,26.5,27.2,2019,11
KEFAR HAROE                                       ,7,3,7,0.2,0.5,2019,11
ENAT                                              ,0,2,0,0.8,0.9,2019,11
NES ZIYYONA                                       ,0,2,5,9.0,11.0,2019,11
NIZZAN                                            ,0,1,0,0.6,0.6,2019,11
NAHAL OZ                                          ,0,1,0,11.8,11.8,2019,11
BE'ERI                                            ,0,1,0,13.9,13.9,2019,11
KISSUFIM                                          ,7,1,7,0.2,0.2,2019,11
NIRIM                                             ,0,1,0,0.6,0.6,2019,11
HAMADYA                                           ,0,1,0,15.1,15.1,2019,11
NE'OT SMADAR                                      ,0,0,0,0.0,0.0,2019,11
MASSADA                                           ,0,2,0,1.4,1.6,2019,11
NEWE UR                                           ,0,2,0,2.0,2.5,2019,11
SEDE ELIYYAHU                                     ,0,1,0,11.3,11.3,2019,11
HAZEVA                                            ,0,0,0,0.0,0.0,2019,11
PARAN                                             ,0,1,0,0.1,0.1,2019,11
YOTVATA                                           ,0,0,0,0.0,0.0,2019,11
NEWE ATIV                                         ,0,4,0,29.4,38.7,2019,11
YONATAN                                           ,0,1,0,8.8,8.8,2019,11
AVNE ETAN                                         ,0,2,0,14.0,14.2,2019,11
MEROM GOLAN PICMAN                                ,0,5,0,15.0,19.3,2019,11
REGAVIM                                           ,0,15,0,105.1,309.9,2019,12
KEFAR HAROE                                       ,0,12,5,58.0,201.2,2019,12
ENAT                                              ,0,12,0,63.8,172.0,2019,12
NES ZIYYONA                                       ,0,12,5,48.0,151.0,2019,12
NIZZAN                                            ,0,11,0,46.4,101.6,2019,12
NAHAL OZ                                          ,0,8,0,41.6,106.7,2019,12
BE'ERI                                            ,0,9,0,30.5,77.2,2019,12
KISSUFIM                                          ,0,7,5,50.0,104.6,2019,12
NIRIM                                             ,0,7,0,10.8,21.6,2019,12
HAMADYA                                           ,0,9,0,28.2,110.9,2019,12
NE'OT SMADAR                                      ,0,1,0,0.5,0.5,2019,12
MASSADA                                           ,0,11,0,56.3,135.8,2019,12
NEWE UR                                           ,0,10,0,31.5,122.5,2019,12
SEDE ELIYYAHU                                     ,0,10,0,35.4,88.6,2019,12
HAZEVA                                            ,0,3,0,1.6,2.1,2019,12
PARAN                                             ,0,2,0,0.5,0.6,2019,12
YOTVATA                                           ,0,2,0,0.4,0.7,2019,12
NEWE ATIV                                         ,0,14,0,102.0,357.9,2019,12
YONATAN                                           ,0,13,0,109.0,258.8,2019,12
AVNE ETAN                                         ,0,11,0,91.2,207.4,2019,12
MEROM GOLAN PICMAN                                ,0,15,0,120.0,285.3,2019,12
REGAVIM                                           ,0,23,0,58.1,265.0,2020,1
KEFAR HAROE                                       ,0,23,5,40.0,194.3,2020,1
ENAT                                              ,0,20,0,92.4,391.0,2020,1
NES ZIYYONA                                       ,0,17,0,66.0,283.0,2020,1
NIZZAN                                            ,0,16,0,87.6,316.2,2020,1
NAHAL OZ                                          ,0,17,0,46.6,201.8,2020,1
BE'ERI                                            ,0,17,0,34.8,159.7,2020,1
KISSUFIM                                          ,0,15,0,38.0,146.5,2020,1
NIRIM                                             ,0,14,5,18.0,97.9,2020,1
HAMADYA                                           ,0,21,0,33.8,162.2,2020,1
NE'OT SMADAR                                      ,0,6,0,1.9,2.8,2020,1
MASSADA                                           ,0,22,0,51.6,178.6,2020,1
NEWE UR                                           ,0,21,5,45.0,180.2,2020,1
SEDE ELIYYAHU                                     ,0,20,0,23.8,107.5,2020,1
HAZEVA                                            ,0,8,0,2.6,7.1,2020,1
PARAN                                             ,0,3,0,0.5,1.0,2020,1
YOTVATA                                           ,0,3,0,2.8,3.5,2020,1
NEWE ATIV                                         ,0,20,0,77.4,419.2,2020,1
YONATAN                                           ,0,22,5,53.2,256.8,2020,1
AVNE ETAN                                         ,0,22,0,50.9,220.7,2020,1
MEROM GOLAN PICMAN                                ,0,24,0,94.5,331.6,2020,1
REGAVIM                                           ,0,17,0,12.9,78.9,2020,2
KEFAR HAROE                                       ,0,13,5,16.0,68.8,2020,2
ENAT                                              ,0,15,0,25.4,103.7,2020,2
NES ZIYYONA                                       ,0,12,5,14.0,56.0,2020,2
NIZZAN                                            ,0,13,0,17.1,60.1,2020,2
NAHAL OZ                                          ,0,9,5,25.0,56.5,2020,2
BE'ERI                                            ,0,11,0,21.9,49.1,2020,2
KISSUFIM                                          ,0,8,0,20.5,60.6,2020,2
NIRIM                                             ,0,9,0,53.1,98.8,2020,2
HAMADYA                                           ,0,8,0,8.8,36.9,2020,2
NE'OT SMADAR                                      ,0,3,0,30.1,37.1,2020,2
MASSADA                                           ,0,10,0,17.5,57.7,2020,2
NEWE UR                                           ,0,10,0,17.5,50.0,2020,2
SEDE ELIYYAHU                                     ,0,10,0,10.1,34.8,2020,2
HAZEVA                                            ,0,5,0,42.6,44.5,2020,2
PARAN                                             ,0,7,0,42.0,48.0,2020,2
YOTVATA                                           ,0,4,0,23.7,31.3,2020,2
NEWE ATIV                                         ,0,11,0,49.0,164.6,2020,2
YONATAN                                           ,0,12,5,33.8,96.7,2020,2
AVNE ETAN                                         ,0,15,0,22.9,93.0,2020,2
MEROM GOLAN PICMAN                                ,0,14,0,48.7,142.2,2020,2
REGAVIM                                           ,0,10,0,21.5,81.3,2020,3
KEFAR HAROE                                       ,0,10,5,29.0,91.6,2020,3
ENAT                                              ,0,11,0,21.0,100.4,2020,3
NES ZIYYONA                                       ,0,13,5,26.5,95.3,2020,3
NIZZAN                                            ,0,10,0,24.9,85.6,2020,3
NAHAL OZ                                          ,0,10,5,56.0,151.8,2020,3
BE'ERI                                            ,0,10,5,38.4,110.3,2020,3
KISSUFIM                                          ,0,10,0,21.2,88.6,2020,3
NIRIM                                             ,0,10,0,24.4,78.1,2020,3
